gene_symbol,log2fc,p_value,direction
FARSB,1.156899825,0.000112106,up
PLBD2,-1.156407972,1.64E-10,down
USP24,1.155793797,8.57E-08,up
CABP4,-1.155712552,1.83E-19,down
ITK,1.155187503,0.022888888,up
TJP3,1.15516972,0.001823319,up
,1.154969427,0.000562324,up
SNHG17,1.154846587,7.96E-06,up
RALGPS1,1.154807699,0.010653542,up
S100A4,-1.154741357,0.00071517,down
,1.154436231,0.002701227,up
DCAKD,-1.154193021,9.30E-34,down
PTGES3,1.154039371,3.26E-16,up
,1.15398665,0.029563532,up
TGFBR2,-1.153965902,0.000123752,down
LOC730101,1.153890147,0.013643426,up
,-1.153645126,2.00E-05,down
C1QB,1.153163007,0.009438448,up
RAD54L2,-1.15294651,2.66E-09,down
EOGT,-1.152855706,2.98E-05,down
FTL,1.152793287,1.28E-11,up
,-1.15263714,3.51E-10,down
LOC283588,-1.152610741,0.000269403,down
ADSL,1.15254779,7.07E-08,up
KIFAP3,1.152280895,6.03E-10,up
SAPCD2,1.152262874,0.001939181,up
ZNF678,1.151753692,0.003533757,up
CEBPA,-1.151028049,0.001106998,down
,1.150781014,3.24E-10,up
HLA-DOB,1.150052007,0.031527375,up
RHBDF2,1.150046,0.000174811,up
LOC100289230,-1.150032874,1.58E-05,down
LOC101930324,1.14989893,1.58E-08,up
EMC3,-1.149892951,0.000387454,down
AP006222.2,-1.149617105,4.33E-07,down
POLQ,1.149589608,0.003183631,up
MEIS1,-1.149581469,0.006697773,down
ADAM28,1.149380406,0.006901934,up
,-1.149296818,0.000445375,down
GARS,1.149268343,2.14E-07,up
,1.149210517,0.010199267,up
CENPI,1.14917651,0.001907729,up
TPPP,-1.148507741,0.002196265,down
GOPC,1.148352154,9.58E-08,up
ZNF26,1.147967336,1.78E-06,up
ATL2,1.147807825,0.008267611,up
GRHL2,1.147781559,7.63E-06,up
SOCS4,1.147774699,2.42E-11,up
REXO2,1.147728042,4.90E-06,up
,-1.147622259,1.71E-33,down
PARM1,-1.147506252,0.028000717,down
FKBP7,1.147406161,0.000364419,up
ISLR,-1.147080678,0.018739005,down
CLUH,-1.146901503,5.62E-09,down
DTX3L,1.146851238,6.38E-07,up
CMTM3,1.146761448,0.000231181,up
,1.146163203,8.33E-11,up
GALC,1.145503399,7.00E-05,up
RP5-930J4.4,-1.145189287,8.14E-09,down
CLDN19,-1.145179077,2.65E-34,down
CLASP2,1.144960224,1.03E-06,up
,-1.144940832,2.56E-05,down
NIPAL3,-1.14469272,1.50E-05,down
TNS3,1.14463665,2.01E-05,up
4-Sep,-1.144349538,7.16E-05,down
TLR8,1.144303399,0.019626875,up
TCTEX1D2,1.144229357,0.000264722,up
GLYR1,1.144105007,1.52E-12,up
CITED4,-1.14401007,0.020498785,down
,1.14383135,0.028865949,up
SART3,1.143707413,3.13E-08,up
CFL2,-1.14367414,2.85E-05,down
ANGPTL2,-1.143657077,0.007710323,down
HOXA10,-1.143645965,3.86E-08,down
KCNT2,-1.143432357,0.000528739,down
FAF2,1.142687601,2.57E-06,up
,-1.142287699,0.002167346,down
ISOC1,1.142209322,0.000554463,up
ZNF625,-1.141975245,0.000291276,down
NASP,-1.14176751,0.000524959,down
MRPS35,1.141744734,4.73E-07,up
UBR3,1.141462175,3.37E-10,up
DHPS,1.141285629,2.63E-08,up
BTBD10,1.141266392,3.74E-11,up
,1.141054615,0.00093425,up
AASS,-1.140877734,9.80E-18,down
FBXO3,1.140792825,3.73E-08,up
PAPPA,-1.14056365,2.37E-18,down
PELP1,-1.140453937,2.01E-10,down
SLC25A29,-1.140181364,0.000102324,down
TCAIM,1.139928112,0.001798276,up
TMEM163,-1.139704734,0.000713711,down
KDM4B,1.139654734,0.001741634,up
IQSEC1,-1.139018643,3.13E-06,down
ABI2,1.13883465,4.64E-07,up
UTRN,-1.138414797,2.76E-05,down
HEBP2,-1.138378909,4.79E-15,down
,1.138030357,1.37E-05,up
,1.138023315,0.000640961,up
,1.138006678,0.00042877,up
UBE2R2,1.137878832,4.00E-12,up
,1.137679084,0.008997826,up
WAC-AS1,1.137668545,2.98E-15,up
PML,-1.137662084,3.54E-05,down
PAF1,-1.137490056,3.89E-09,down
ITGAM,1.137355329,0.002571336,up
ADAT1,1.137091601,9.66E-07,up
ATIC,1.136614168,1.57E-10,up
CDC40,1.136468846,0.000146719,up
,-1.136068818,1.95E-23,down
ZNF292,1.136067056,2.43E-07,up
DIABLO,1.136045678,1.72E-14,up
METRN,1.135997965,0.02401479,up
FHDC1,1.135947937,0.000589284,up
SLC2A14,1.135795,0.001030997,up
AKAP11,1.135705266,1.94E-06,up
ATP13A5,-1.135681154,0.007202396,down
,-1.135618329,5.16E-20,down
HNRNPA0,-1.13560758,1.46E-05,down
DNAAF2,1.13553251,9.13E-10,up
CSDE1,-1.135254832,6.57E-13,down
CAMTA2,-1.135080909,4.18E-10,down
GOLPH3,1.13500065,1.46E-13,up
MSRB1,1.134953224,1.82E-05,up
C1QTNF3,1.134926979,0.010399376,up
RAB40B,-1.134535196,1.86E-10,down
PPP2R3C,1.134471741,5.00E-10,up
RFK,1.134435196,1.49E-09,up
CBL,1.134237448,4.76E-08,up
WWP2,-1.133997993,1.04E-05,down
,-1.133516769,2.84E-10,down
LRRC6,1.133383734,0.034487921,up
TMEM69,1.133245986,2.26E-10,up
HK2,-1.133142385,3.94E-09,down
TCEAL2,-1.132925497,0.001545339,down
BLOC1S3,1.132880888,5.45E-06,up
UPF2,1.132757231,8.24E-08,up
TMEM60,1.132491545,1.36E-11,up
PIGB,1.132433273,6.94E-08,up
CD3EAP,-1.132419867,1.06E-08,down
RALGPS2,1.132369364,0.029009532,up
PIGN,1.132133867,0.001233375,up
SYK,1.131939923,0.000543637,up
TM2D2,1.131508895,1.83E-05,up
TAF1B,1.131171888,1.18E-06,up
TMX4,-1.130806846,4.52E-05,down
ANKRD32,1.130671657,8.96E-06,up
DOCK7,1.130647175,2.28E-05,up
,1.130545448,2.30E-09,up
BZRAP1,-1.130521413,0.001335324,down
DPP7,1.130328448,0.001294202,up
SLC39A1,1.130184035,8.42E-10,up
CADM1,1.129885685,0.005558382,up
CYP2J2,1.129487434,0.032680197,up
SEMA4D,1.129310091,0.000151638,up
ARL10,-1.129229573,0.000537964,down
GCNT1,1.12914979,0.012731842,up
PTPN1,1.12898128,1.27E-06,up
AKR7A3,1.128911483,0.011022924,up
SUSD4,1.128553303,0.041095454,up
ETS2,1.128476601,0.00031452,up
C11orf30,1.12839779,7.24E-08,up
SUN2,-1.128373601,2.01E-11,down
ZW10,1.128369692,2.72E-07,up
ATXN1,1.128279727,0.004198045,up
,-1.128176315,2.25E-07,down
,1.128167916,3.68E-05,up
GRASP,-1.128015224,8.78E-14,down
HEATR3,1.127812476,1.75E-09,up
IFITM1,1.127759469,0.002986053,up
CCNL2,-1.127642196,6.08E-11,down
CLN8,1.127551916,0.001399182,up
ATP1B3,1.127237462,1.66E-06,up
RPS6KA1,1.126815629,0.000540473,up
PTPRG,-1.126731951,0.001664828,down
,1.126552364,2.42E-07,up
ACP2,1.12654272,1.09E-07,up
RBMXL1,1.126514748,4.26E-08,up
USP39,1.126496133,1.52E-10,up
,-1.12649435,0.000875872,down
OSBPL1A,-1.126247545,2.69E-05,down
,-1.126140839,1.13E-11,down
,1.125736986,5.21E-07,up
GGT1,-1.125722657,5.95E-22,down
NFKBIE,1.12549028,8.70E-05,up
LZTFL1,1.125373594,0.000367564,up
ACTR1A,1.125355517,2.59E-09,up
HSDL2,-1.125252734,9.69E-06,down
IGF1R,1.125013434,0.042745391,up
,-1.124678259,4.01E-16,down
PSMD6-AS2,-1.12452193,5.56E-11,down
DNMBP,-1.124474797,0.004970712,down
PFN1,1.123994336,7.72E-15,up
NOD2,1.123984056,0.00283343,up
BYSL,1.123864035,1.40E-05,up
,-1.123860399,0.018445773,down
C8orf58,-1.123588622,0.00025745,down
TTC5,1.123440615,3.82E-06,up
,-1.123243706,1.57E-15,down
DGCR8,-1.123240455,8.53E-10,down
,-1.122885783,7.21E-17,down
,-1.122678972,5.43E-28,down
TXNDC17,1.12258465,4.93E-09,up
HNRNPL,1.122520364,2.93E-07,up
,-1.122340014,3.21E-06,down
TBC1D22A,-1.122257252,4.07E-08,down
ADAMTS12,1.122253713,0.008844688,up
MYO9A,-1.122206993,3.43E-06,down
POR,1.121932392,5.69E-06,up
,-1.12167028,4.03E-12,down
HLA-E,-1.121323091,3.00E-06,down
FAM49A,-1.121296657,3.95E-15,down
CLK4,-1.120780203,6.53E-05,down
WDR13,-1.120718552,7.21E-09,down
TARS,1.120410343,7.11E-08,up
HDAC8,1.120340308,1.28E-10,up
GALNT18,1.120161147,0.002228949,up
GRAPL,-1.119916231,4.41E-09,down
ACSL5,-1.119857483,0.01551121,down
SUCLG2,1.119762007,2.11E-07,up
NOL11,1.119708273,1.80E-07,up
OTUD5,1.119675993,3.58E-10,up
CLPX,1.118959503,3.69E-09,up
GTF2H4,1.118923734,2.65E-06,up
LINC00969,-1.11886507,0.000128709,down
SEC11A,1.118388741,5.63E-10,up
,-1.117356846,0.007456783,down
FLOT1,1.117109119,1.21E-07,up
GALT,-1.117108161,9.32E-06,down
,1.117037196,0.000237686,up
UROD,-1.116996762,1.01E-11,down
NFS1,1.116955587,2.33E-05,up
MOV10,1.116683315,4.27E-08,up
,1.116615168,0.000120562,up
SIKE1,1.116466168,6.54E-07,up
LOC101060521,1.116316748,1.18E-09,up
LOC145783,-1.116233734,7.63E-09,down
SLC9A7,1.115852196,0.00667506,up
AK6,1.115838462,8.42E-08,up
SLC7A6,1.115350608,4.84E-06,up
HIST3H2A,1.115237168,0.033389071,up
JMJD4,1.115183699,0.001499493,up
R3HDM1,1.114707294,7.08E-09,up
SVIL,1.114667385,0.00040283,up
IQCE,1.114625825,0.000467973,up
HSPG2,-1.114369091,7.11E-06,down
COQ2,1.114017238,6.60E-06,up
TUBB3,1.113962608,7.76E-09,up
PIBF1,1.113906587,1.98E-05,up
VBP1,1.113906503,2.01E-08,up
GNA11,1.113891678,7.89E-09,up
NSF,-1.113639182,0.002136153,down
HPS1,-1.113231,9.55E-15,down
BCL2L13,1.113106972,0.000177661,up
TAPBP,1.113033951,9.89E-05,up
DDX18,1.11279293,1.21E-08,up
PPP1R3B,1.11273679,0.014178126,up
EIF4EBP2,-1.112640993,3.81E-08,down
ZBTB47,-1.112638825,3.36E-20,down
DUSP22,-1.112579329,1.70E-07,down
BDH2,-1.112360762,9.51E-06,down
CMC1,1.112084392,9.61E-09,up
NLRC3,1.111771497,0.025913206,up
COG3,1.111752706,3.48E-06,up
,-1.111671804,7.81E-07,down
TBX5,-1.111641,0.00017364,down
FTO,-1.111516252,1.47E-07,down
NSMCE4A,1.111059636,0.000113296,up
FAM86B1,1.111008846,0.00270713,up
TSPAN13,1.110973916,0.000382231,up
RPL35A,-1.110953028,0.00027911,down
TMEM39A,1.11093007,3.94E-08,up
NAAA,-1.110827755,3.29E-20,down
LMO4,1.110788448,0.007608202,up
CDKAL1,1.110592462,0.011477209,up
YLPM1,1.110572413,1.18E-11,up
PPP1R8,1.110456748,2.64E-12,up
SCARB1,-1.109736,9.57E-16,down
TAF13,1.108746294,2.21E-09,up
ATG2A,-1.108676084,1.70E-12,down
MROH1,1.108419874,0.000506837,up
COL6A3,1.108236021,0.003250104,up
ZDHHC5,1.108170448,1.97E-12,up
PCGF2,1.107955168,0.025633132,up
CAMSAP2,1.107734874,6.76E-08,up
NAT6,-1.107588336,8.95E-12,down
,-1.10710221,6.78E-09,down
RNF40,1.106973469,5.17E-09,up
MKRN1,1.10681549,3.72E-08,up
EXOSC5,1.106809112,3.71E-06,up
TRIM8,-1.106641874,8.98E-07,down
JKAMP,1.106628189,1.79E-08,up
CKMT2-AS1,-1.106621217,2.99E-06,down
SS18L2,1.106329133,1.72E-11,up
CELSR3,1.106250119,0.02002253,up
GOLGA5,1.106220853,2.32E-09,up
AK055981,-1.105673734,0.000527086,down
RPS9,-1.105447483,9.80E-19,down
RP11-349E4.1,-1.105318119,1.89E-25,down
SMIM8,1.105280385,6.16E-06,up
C17orf75,1.105033217,8.51E-05,up
,-1.104885888,2.95E-15,down
HEMK1,-1.104587,3.15E-05,down
,-1.104581832,1.06E-05,down
ADCK2,1.104473406,1.34E-05,up
MMP24-AS1,-1.104428692,6.81E-05,down
NLRX1,-1.104220042,3.14E-09,down
ALDH1B1,-1.104161049,5.00E-14,down
WDR52,1.103883902,0.009833136,up
SUPT7L,1.103454811,2.01E-11,up
,1.103163734,1.34E-12,up
,-1.10295879,0.003115395,down
HIVEP3,-1.102889371,0.005740201,down
RNF8,1.102876636,3.13E-05,up
OTUD6B,1.102875664,1.02E-06,up
FKBP1B,-1.102779685,0.016433595,down
FLJ10038,-1.102556217,3.38E-11,down
ZC3H8,1.102442371,8.40E-07,up
TRIM26,1.102302427,5.05E-09,up
TMEM72,-1.102206189,1.33E-29,down
,-1.102150853,2.04E-06,down
RNF149,1.101456462,1.38E-12,up
PPP1R7,1.101377084,4.45E-09,up
,-1.101102441,4.30E-11,down
FZD3,-1.100665056,0.000138737,down
,1.100386189,1.32E-07,up
RORC,-1.100250336,0.01905644,down
LOC101927204,1.099905734,0.005679428,up
SLC4A7,-1.099579678,3.78E-05,down
ENG,-1.099469783,6.16E-06,down
CRYZ,1.09928393,0.000217387,up
NFE2L2,1.099243811,5.67E-10,up
GTPBP3,-1.099201664,1.13E-16,down
LOC101928143,1.098998531,9.85E-11,up
RPL7AL2,-1.098870182,1.53E-15,down
SLC25A5,1.098684965,1.56E-07,up
ZNF22,1.098682818,0.000739219,up
ZNF337,-1.098356063,4.50E-08,down
CDT1,1.098042839,0.022090733,up
MTL5,1.097817713,0.017411522,up
ACTB,1.097813357,4.57E-21,up
ATP5SL,-1.097712315,4.61E-23,down
COG7,1.097594287,7.47E-08,up
TSPAN4,-1.097285399,2.32E-06,down
NELFCD,1.09703749,7.38E-09,up
WDR27,-1.096835091,1.60E-09,down
,-1.096773294,4.55E-09,down
CNTN4,-1.096761552,0.011211646,down
UPF3B,1.096721636,6.17E-05,up
IDH1,1.096668692,1.99E-05,up
SUCO,1.096565189,8.54E-09,up
PLEKHA6,-1.09650242,0.021283503,down
PPAP2B,-1.096353014,8.02E-06,down
FLNB,1.096226965,0.000252347,up
NYNRIN,-1.09621607,0.001190107,down
SDE2,1.09574479,8.80E-12,up
LOC100507547,-1.095676252,3.11E-13,down
,1.095649035,0.000516635,up
CYP17A1,-1.095274189,3.03E-32,down
STRN3,1.095220175,6.99E-07,up
,-1.095019888,0.007594104,down
NOD1,-1.09496635,7.77E-08,down
SLC25A23,-1.094767608,1.35E-05,down
NANOG,-1.094625315,3.69E-07,down
TPP2,1.094577259,1.28E-06,up
,1.094283448,0.007270526,up
METTL4,1.093998643,2.20E-05,up
DUSP6,1.09387714,0.033760092,up
KRT18,1.093771853,0.00833197,up
TFPI2,-1.093368196,0.024172765,down
,-1.093098734,1.02E-13,down
CREB3,1.093003909,3.96E-08,up
CTBS,1.092836615,2.17E-07,up
SKAP2,1.092756699,0.003757454,up
SPRY4,1.092704259,0.009188957,up
MIIP,1.092676203,1.57E-05,up
FLYWCH1,-1.092563154,4.29E-10,down
PARP4,1.092522895,1.36E-05,up
PEMT,-1.092426007,4.31E-06,down
CDK5RAP2,-1.091915336,0.000176204,down
APEH,1.09171486,2.78E-06,up
NPTN,1.091521049,1.78E-09,up
BCAT2,1.091359713,2.83E-05,up
PCAT6,1.091234119,0.000711294,up
C1orf53,1.091178552,0.016010969,up
,1.090972154,5.71E-09,up
DLGAP4,1.090506252,2.18E-05,up
,-1.090425699,1.40E-17,down
NXT2,1.090387979,0.027621666,up
TNKS,-1.090344692,0.000232516,down
SND1-IT1,1.090339965,1.48E-07,up
ALG14,1.089940888,1.06E-05,up
HECA,-1.089839734,7.40E-07,down
RP11-395B7.7,-1.08962186,1.01E-06,down
MZT1,1.089423182,3.20E-06,up
RRP36,1.089272028,7.26E-08,up
MRPL36,1.089063951,2.88E-07,up
,1.089035629,8.60E-06,up
UVSSA,1.088882643,0.001341192,up
SIAH1,1.088534608,4.58E-10,up
GTF2A2,1.088483084,6.29E-12,up
METTL18,1.088355503,2.27E-05,up
METTL6,1.088254979,1.04E-06,up
SPPL2B,-1.088038252,6.79E-12,down
IGLV1-44,1.087841287,0.030597696,up
CNEP1R1,1.087759776,3.51E-11,up
ERMAP,-1.087673853,7.54E-08,down
FLJ35934,1.087435923,1.64E-05,up
KLF3,1.087379469,6.94E-05,up
SMDT1,-1.087313734,8.55E-09,down
ZMIZ1,1.087294727,7.65E-07,up
IL18,1.087232685,0.003373562,up
,-1.087231175,1.19E-08,down
RAB3IL1,-1.08717949,5.99E-21,down
,-1.087080643,9.21E-06,down
C22orf29,-1.087063566,0.000204591,down
CCNYL1,1.086858112,6.83E-05,up
TP73-AS1,-1.086797112,0.000297262,down
ATAD2B,1.086761385,1.88E-07,up
LYNX1,-1.086758748,0.005066981,down
ITPK1,-1.08665493,1.06E-05,down
ARRDC1,1.086499189,0.000734704,up
HOOK2,-1.085937406,2.47E-07,down
RAB8B,1.085814203,0.003523297,up
FADS2,1.085722294,0.03813371,up
PHKB,-1.085570175,0.000158334,down
CRIPT,1.085278888,7.59E-06,up
ECHDC1,-1.084666552,0.00551675,down
SBF1,1.08466193,3.50E-06,up
SNHG12,1.084501839,1.21E-05,up
SERP2,-1.084466741,1.47E-35,down
ZNF786,1.084283049,2.47E-07,up
MAML1,1.084181503,1.89E-07,up
ARL6IP6,1.084179818,3.34E-10,up
CTB-12A17.3,-1.084179364,4.70E-12,down
,-1.084115399,0.008167102,down
RBBP7,1.084084825,9.76E-07,up
SRSF11,-1.084078993,9.76E-06,down
LINC00926,-1.083875497,1.46E-05,down
CDK2AP1,1.083775503,4.20E-06,up
MAPKAPK3,1.08374772,5.32E-07,up
,-1.083645811,0.000769987,down
,-1.083515573,0.004714972,down
PLEKHM1,-1.083016545,7.63E-13,down
RABEPK,1.08264728,4.62E-08,up
TECPR2,-1.082578818,3.86E-25,down
ZNF184,1.082539,9.20E-09,up
MEGF10,-1.082504014,0.04665371,down
FADD,1.082460979,5.55E-05,up
FICD,1.082387951,9.01E-05,up
,1.082341748,1.08E-05,up
,-1.082324685,6.12E-08,down
LAMTOR2,1.082113811,8.53E-10,up
PRRG1,-1.082036524,0.003455845,down
CTC-338M12.4,1.081858427,1.37E-06,up
LINC00152,1.081692413,6.43E-06,up
UGGT1,1.081681224,1.25E-06,up
LOC286161,-1.081641287,7.78E-06,down
HIC1,-1.081637189,0.00038114,down
JUN,1.081591937,0.000864769,up
IL10RB,1.081327846,1.11E-09,up
PWAR6,-1.081323629,0.005165757,down
HUWE1,1.08110549,4.33E-11,up
PRKCB,1.080803385,0.019463588,up
LOC101926918,-1.08035549,2.70E-13,down
,-1.079948434,4.90E-08,down
HNRNPUL1,1.079515049,5.96E-10,up
HEATR2,1.079491601,3.31E-07,up
TRMT10C,1.079474364,3.46E-08,up
FAM185A,1.079455629,4.62E-05,up
GPR126,1.079253923,0.049800867,up
MSANTD3-TMEFF1,1.078926028,0.005228969,up
PPFIBP1,-1.078805196,2.48E-05,down
,1.078731587,0.000662744,up
PDK2,-1.078442846,6.42E-05,down
APEX2,1.078413566,1.93E-07,up
PRELID1,1.078252825,8.90E-05,up
SOX6,-1.078122014,0.026516263,down
ANXA5,1.078082308,1.68E-08,up
ADAM8,1.077883615,0.000141713,up
HEATR5A,1.077864238,9.61E-05,up
WDR6,-1.077684937,3.32E-07,down
TRIM11,1.077202147,6.55E-07,up
CTNNAL1,-1.077149559,0.008992575,down
C2orf68,-1.076979538,1.39E-08,down
VRK1,1.076860308,2.50E-05,up
IMP3,1.076731601,8.68E-09,up
MIR6778,-1.076327615,6.83E-08,down
ETFA,1.076263168,8.26E-05,up
AK057657,1.076150028,1.25E-06,up
EPHB6,-1.075975336,0.016993137,down
GLI2,-1.075947028,9.17E-09,down
TUBA3C,1.075668294,0.000576024,up
ZNF585A,1.075383399,0.000132958,up
PFKP,1.075137084,0.030122589,up
S100PBP,1.075008909,1.35E-06,up
HPS5,1.074982455,1.74E-07,up
IGF2BP2,-1.074489049,0.031260627,down
CDC25C,1.074364427,0.001100155,up
,-1.074352147,0.000190464,down
UBE2D4,-1.074272951,2.72E-06,down
E2F3,1.074235007,0.000484267,up
GINM1,1.073979951,3.56E-08,up
,1.073928846,0.009106141,up
CD209,-1.073802587,0.000142642,down
NR4A2,1.07373558,0.041476229,up
DUSP16,1.073377413,0.000585608,up
NIT1,1.073350063,1.18E-07,up
PRKAR2B,-1.073222825,0.041223826,down
TFDP2,-1.073151287,0.000190453,down
SLC15A1,-1.07308893,6.11E-37,down
GINS3,1.072389636,0.001383745,up
MIR631,-1.072283357,0.002445855,down
,-1.072029594,0.000203949,down
FAM110A,1.071871706,0.00019025,up
EPG5,1.071712503,4.68E-05,up
TOR1AIP2,1.071657601,2.68E-08,up
ZNF287,-1.071154175,3.83E-30,down
MTMR1,1.071098552,0.001932879,up
,-1.071018622,0.017491035,down
SEC24B,1.070733217,2.13E-11,up
OPTN,-1.070540643,0.000818281,down
ANXA2,1.070435245,6.43E-11,up
ZNF25,-1.070143727,5.43E-07,down
MRPL47,1.069904028,1.08E-07,up
,-1.069306818,0.000595979,down
PEX7,1.06922042,0.000240521,up
,-1.068999301,2.67E-10,down
ZNF326,1.068803266,3.08E-09,up
RP11-631N16.2,-1.068640168,3.91E-11,down
TOMM34,1.068611748,7.64E-07,up
CABLES1,-1.068550084,3.04E-09,down
,-1.068223902,2.53E-21,down
ZFP82,1.06822272,0.002704532,up
GIMAP6,-1.068148427,0.002187789,down
VWA9,1.067916413,8.42E-10,up
RPL39L,1.067589455,0.003285413,up
SNAPIN,1.067581748,1.71E-09,up
CHID1,-1.067520231,7.64E-05,down
,1.067093007,0.001587973,up
IKBKAP,1.066822238,6.43E-09,up
,-1.066668839,0.00189295,down
PPIE,1.066586762,8.69E-06,up
MYO10,1.066579063,0.00989621,up
,1.066554993,0.037552287,up
CYB561D2,1.066425685,2.45E-05,up
PRDX3,1.066359182,1.28E-07,up
ECE1,-1.066100776,3.05E-05,down
PCGF3,1.065656965,1.70E-05,up
INTS2,1.065620112,0.000310892,up
PAPLN,-1.065598706,0.021270391,down
GATM,1.064902566,0.023682686,up
,-1.064679098,0.009841902,down
,1.064666622,0.026086974,up
,1.064637259,0.000108911,up
POGZ,1.064551448,1.14E-09,up
APC,1.064150965,2.08E-09,up
THEM4,1.064074846,0.001140599,up
,1.064063392,0.000290911,up
PRPSAP2,1.063868503,5.87E-06,up
SNX20,1.063843804,0.00972498,up
GUF1,1.06366193,0.000318138,up
LY6E,1.063483622,0.017911848,up
TNAP,-1.063397469,5.48E-35,down
CD40,1.063239364,0.007284974,up
PHF7,-1.062950217,1.43E-15,down
PSMD8,1.062876664,3.36E-09,up
,1.062795315,3.67E-06,up
EXOSC4,1.062586734,2.80E-05,up
C11orf1,1.062507441,0.003092646,up
VARS,1.062295,0.000854884,up
,1.06204414,2.35E-09,up
EID2,1.061735,4.59E-07,up
LRRC40,1.061592049,3.41E-09,up
KBTBD8,-1.061475168,2.26E-07,down
MBD6,1.06131486,8.70E-05,up
SLC31A2,1.061233273,0.001076766,up
DCUN1D5,1.060997112,3.10E-05,up
SARNP,1.060894853,3.83E-09,up
GAREM,-1.060863392,0.002214471,down
NDUFB4,1.060858252,8.88E-14,up
OSBPL10,1.060561797,0.006435138,up
,-1.05972593,0.003061009,down
CECR1,1.059698699,0.026328839,up
PRX,-1.059398161,1.50E-18,down
CDC42EP2,-1.059276832,3.08E-10,down
ZNF107,1.058893895,8.18E-05,up
,-1.058646091,4.56E-25,down
KLF13,1.058586951,2.21E-05,up
LOC101930578,-1.058526427,4.02E-05,down
,-1.058469755,0.010704202,down
SLC26A6,1.058430853,3.20E-06,up
,-1.058202902,2.00E-07,down
SUPT20H,1.058172021,2.35E-07,up
STOM,1.058018301,0.00010023,up
PPP5D1,-1.057954133,1.04E-27,down
ZDHHC6,1.057536301,1.25E-10,up
SLC38A10,1.056955378,0.00144794,up
ATP5D,-1.056861175,1.84E-13,down
,-1.056666853,3.94E-22,down
,1.056623552,1.08E-05,up
MAGED1,1.056616524,4.88E-05,up
,1.056266434,0.0009082,up
ETV6,-1.056228783,0.005794428,down
WBSCR16,1.056163175,3.90E-10,up
VCP,1.056073902,1.64E-11,up
WFS1,-1.055988385,0.014599096,down
,-1.055746021,1.44E-09,down
MFSD3,1.055705839,0.001721072,up
DPP8,1.055489294,2.00E-07,up
KLC1,-1.055365937,1.92E-08,down
LRPPRC,1.055120664,5.59E-08,up
CNOT1,1.054716573,0.001501897,up
ZNF7,1.054437441,1.39E-05,up
ATG3,1.054411503,9.49E-11,up
PI4K2A,1.053998944,9.73E-08,up
ABL1,1.053601441,1.68E-07,up
RP3-406P24.1,1.053190692,9.25E-09,up
TSEN54,1.052754175,0.000111392,up
,1.052610182,0.000160208,up
CXCL16,1.052425077,0.013043593,up
EDF1,-1.052392231,8.47E-12,down
,-1.052310923,1.49E-27,down
NGRN,1.051936238,3.28E-07,up
CDKN2AIP,1.051911035,4.09E-07,up
RBM14-RBM4,1.05187428,8.20E-14,up
LMBR1L,-1.051764643,1.97E-09,down
TTC30B,1.051537308,0.000355216,up
,1.051455112,0.000316384,up
ERGIC3,1.051211839,2.55E-08,up
,-1.051211699,0.000566765,down
PHC3,1.05112693,7.61E-05,up
CCR7,1.051062748,0.028549539,up
LSM5,1.050715706,0.000171114,up
ZC3HAV1,1.050627462,1.76E-09,up
TCEA1,1.050612587,5.86E-08,up
KLHDC1,-1.050349476,0.007463062,down
THRA,-1.050332133,0.002426591,down
ENTPD1-AS1,-1.049946944,5.59E-30,down
,-1.049619825,0.000332974,down
LPIN1,-1.04905965,0.016205863,down
KLHDC3,1.049044902,5.54E-07,up
,1.048400077,0.014579821,up
,1.047923448,0.002557516,up
,1.047808441,0.032404022,up
ARHGAP5,-1.047677469,0.000231323,down
FAM133A,-1.04749221,0.006019531,down
C1GALT1C1,1.047013483,3.83E-08,up
DYNC1LI1,1.046817077,5.71E-06,up
RNPEPL1,-1.046787245,1.06E-18,down
KLHL20,1.046595154,7.58E-07,up
GM2A,1.046511224,0.001679195,up
,-1.046364643,0.000245097,down
TAF1C,-1.046356154,1.56E-07,down
HMGA1,1.04608642,0.001800425,up
MGST3,-1.045952846,2.10E-33,down
CTD-2553C6.1,-1.045839601,1.93E-28,down
GLS,1.045561497,0.022914723,up
CFDP1,1.045532831,0.023153927,up
KIAA0141,1.045506217,4.09E-06,up
PMS2P5,1.045374748,2.20E-06,up
ZNF563,-1.045256105,1.41E-06,down
,-1.045010517,0.000545116,down
FAM127B,1.044936699,5.19E-05,up
DDB2,-1.044908406,5.03E-05,down
CFI,1.044897364,0.038752877,up
PSMB5,1.04485179,2.53E-09,up
USP32,1.044607,0.000208246,up
,1.044600664,0.00047914,up
LAMTOR5,1.044555601,4.77E-13,up
,1.044451748,5.99E-08,up
TUBA1B,1.044415245,2.34E-14,up
VTI1B,1.044274329,0.000173023,up
KDM3B,1.044257559,5.66E-07,up
,1.044245573,0.012362446,up
GCLM,1.044139154,7.77E-05,up
STOML2,1.043983098,4.00E-06,up
AHSA1,1.043940832,6.34E-09,up
USP25,1.043871615,5.76E-05,up
TMCO4,-1.04371072,0.000429432,down
C1orf162,1.043697741,0.003186262,up
POLR3G,-1.043424587,6.88E-13,down
LOC102724229,-1.043341252,0.007024691,down
LOC100133920,-1.042993601,3.12E-19,down
TGFBR1,1.042542098,6.03E-06,up
,1.042280098,0.001789734,up
FTSJ2,1.042160413,7.06E-10,up
ECD,1.041718692,1.21E-10,up
